"A1S1N6_14862_0,",EC:1.3.99.17/0.0005
"A1S1N6_14862_1,",EC:2.1.1.86/0.0019
"A1S1N6_14862_10,",EC:2.1.1.86/0.0039
"A1S1N6_14862_11,",EC:4.1.2.13/0.0002
"A1S1N6_14862_12,",EC:2.1.1.86/0.0531
"A1S1N6_14862_13,",EC:1.3.99.17/0.0001
"A1S1N6_14862_14,",EC:2.7.7.7/0.0004,EC:2.3.1.234/0.0004,EC:3.2.2.22/0.0003,EC:2.7.7.6/0.0003
"A1S1N6_14862_15,",EC:2.1.1.86/0.0279
"A1S1N6_14862_16,",EC:1.4.3.2/0.0105
"A1S1N6_14862_17,",EC:2.1.1.86/0.0077
"A1S1N6_14862_18,",EC:2.8.4.1/0.0558
"A1S1N6_14862_19,",EC:4.2.3.38/0.0005
"A1S1N6_14862_2,",EC:1.21.4.2/0.0001
"A1S1N6_14862_20,",EC:3.5.1.130/0.0000
"A1S1N6_14862_21,",EC:1.4.3.2/0.0002
"A1S1N6_14862_22,",EC:3.2.2.22/0.0058
"A1S1N6_14862_23,",EC:1.1.1.149/0.0023
"A1S1N6_14862_24,",EC:4.2.3.135/0.0000,EC:4.2.3.198/0.0000
"A1S1N6_14862_25,",EC:1.12.1.2/0.0144
"A1S1N6_14862_26,",EC:3.2.2.22/0.0000
"A1S1N6_14862_27,",EC:3.2.2.22/0.0044
"A1S1N6_14862_28,",EC:3.1.21.4/0.0093
"A1S1N6_14862_29,",EC:2.1.1.86/0.0007
"A1S1N6_14862_3,",EC:5.3.4.1/0.0001,EC:3.1.21.4/0.0001
"A1S1N6_14862_30,",EC:3.1.21.4/0.0021
"A1S1N6_14862_31,",EC:3.2.2.22/0.0100
"A1S1N6_14862_32,",EC:4.2.1.2/0.0005,EC:2.1.1.86/0.0004
"A1S1N6_14862_33,",EC:2.7.7.6/0.0000
"A1S1N6_14862_34,",EC:4.2.3.47/0.0004
"A1S1N6_14862_35,",EC:3.2.1.49/0.0002
"A1S1N6_14862_36,",EC:4.1.1.110/0.0000,EC:4.2.3.128/0.0000
"A1S1N6_14862_37,",EC:1.4.3.2/0.0004
"A1S1N6_14862_38,",EC:3.1.21.4/0.0036
"A1S1N6_14862_39,",EC:2.8.4.1/0.1977
"A1S1N6_14862_4,",EC:3.2.2.22/0.0488
"A1S1N6_14862_40,",EC:3.2.2.22/0.0276
"A1S1N6_14862_41,",EC:1.12.1.2/0.0085
"A1S1N6_14862_42,",EC:4.2.3.135/0.0000,EC:4.2.3.198/0.0000,EC:1.1.1.23/0.0000
"A1S1N6_14862_43,",EC:4.2.3.204/0.0061,EC:2.1.1.148/0.0042
"A1S1N6_14862_44,",EC:2.7.7.7/0.0006,EC:2.7.7.6/0.0005
"A1S1N6_14862_45,",EC:4.1.1.44/0.0157
"A1S1N6_14862_46,",EC:1.4.3.2/0.0006
"A1S1N6_14862_47,",EC:3.1.21.4/0.0030,EC:2.7.7.7/0.0027
"A1S1N6_14862_48,",EC:4.2.3.38/0.0144
"A1S1N6_14862_49,",EC:1.12.1.2/0.0009
"A1S1N6_14862_5,",EC:3.2.2.22/0.0450
"A1S1N6_14862_50,",EC:1.4.3.2/0.0066
"A1S1N6_14862_51,",EC:4.1.1.55/0.0000
"A1S1N6_14862_52,",EC:3.2.2.22/0.0005
"A1S1N6_14862_53,",EC:3.2.2.22/0.0179
"A1S1N6_14862_54,",EC:2.1.1.86/0.0007
"A1S1N6_14862_55,",EC:4.2.3.135/0.0000,EC:4.2.3.198/0.0000,EC:1.1.1.23/0.0000
"A1S1N6_14862_56,",EC:4.2.3.38/0.0025
"A1S1N6_14862_57,",EC:3.1.21.4/0.0182
"A1S1N6_14862_58,",EC:1.3.7.12/0.0002
"A1S1N6_14862_59,",EC:3.2.2.22/0.1120
"A1S1N6_14862_6,",EC:3.2.2.22/0.0044
"A1S1N6_14862_60,",EC:3.2.2.22/0.0013
"A1S1N6_14862_61,",EC:3.4.23.18/0.0000,EC:2.7.11.18/0.0000
"A1S1N6_14862_62,",EC:2.1.1.86/0.0014
"A1S1N6_14862_63,",EC:3.2.2.22/0.0279
"A1S1N6_14862_64,",EC:5.1.3.40/0.0000,EC:1.1.1.23/0.0000,EC:2.3.1.234/0.0000,EC:3.5.1.54/0.0000
"A1S1N6_14862_65,",EC:1.12.1.2/0.0016
"A1S1N6_14862_66,",EC:4.1.1.55/0.0000
"A1S1N6_14862_67,",EC:3.2.2.22/0.0027
"A1S1N6_14862_68,",EC:3.2.2.22/0.0003
"A1S1N6_14862_69,",EC:3.4.17.6/0.0002
"A1S1N6_14862_7,",EC:4.2.3.59/0.0001
"A1S1N6_14862_70,",EC:4.1.1.55/0.0000
"A1S1N6_14862_71,",EC:2.1.1.86/0.0125
"A1S1N6_14862_72,",EC:3.1.21.4/0.0003
"A1S1N6_14862_73,",EC:4.1.1.55/0.0000
"A1S1N6_14862_74,",EC:3.4.23.1/0.0001,EC:2.1.1.86/0.0001
"A1S1N6_14862_75,",EC:3.2.2.22/0.0020
"A1S1N6_14862_76,",EC:2.3.3.9/0.0003,EC:1.12.1.2/0.0003
"A1S1N6_14862_77,",EC:1.3.99.17/0.0017
"A1S1N6_14862_78,",EC:1.4.3.2/0.0089
"A1S1N6_14862_79,",EC:6.3.3.7/0.0002
"A1S1N6_14862_8,",EC:3.2.2.22/0.5663
"A1S1N6_14862_80,",EC:2.1.1.86/0.0000
"A1S1N6_14862_81,",EC:1.4.3.2/0.0028
"A1S1N6_14862_82,",EC:1.4.3.2/0.2451
"A1S1N6_14862_83,",EC:2.1.1.86/0.0076
"A1S1N6_14862_84,",EC:4.2.3.135/0.0000,EC:4.2.3.198/0.0000
"A1S1N6_14862_85,",EC:2.7.11.18/0.0000
"A1S1N6_14862_86,",EC:3.2.2.22/0.1678
"A1S1N6_14862_87,",EC:4.2.3.125/0.0001
"A1S1N6_14862_88,",EC:4.1.1.44/0.0004
"A1S1N6_14862_89,",EC:3.2.2.22/0.0108
"A1S1N6_14862_9,",EC:3.1.21.4/0.0053
"A1S1N6_14862_90,",EC:3.4.22.45/0.0010
"A1S1N6_14862_91,",EC:3.2.2.22/0.0170
"A1S1N6_14862_92,",EC:4.1.1.44/0.0000
"A1S1N6_14862_93,",EC:4.2.3.87/0.0092,EC:4.2.3.93/0.0092
"A1S1N6_14862_94,",EC:1.4.3.2/0.0000
"A1S1N6_14862_95,",EC:1.3.99.17/0.0169
"A1S1N6_14862_96,",EC:2.8.4.1/0.0084,EC:3.2.2.22/0.0059
"A1S1N6_14862_97,",EC:1.14.13.7/0.0000
"A1S1N6_14862_98,",EC:2.7.7.7/0.0006,EC:2.7.7.6/0.0004
"A1S1N6_14862_99,",EC:1.12.1.2/0.0000
"A1ZAI3_8587_0,",EC:1.4.3.2/0.0003,EC:4.2.3.23/0.0003
"A1ZAI3_8587_1,",EC:3.2.2.22/0.0010
"A1ZAI3_8587_10,",EC:3.1.21.4/0.0005
"A1ZAI3_8587_11,",EC:3.2.2.22/0.0015
"A1ZAI3_8587_12,",EC:1.12.1.2/0.0002
"A1ZAI3_8587_13,",EC:1.12.1.2/0.0099
"A1ZAI3_8587_14,",EC:2.1.1.86/0.1373
"A1ZAI3_8587_15,",EC:3.4.23.1/0.0001
"A1ZAI3_8587_16,",EC:3.2.2.22/0.0002,EC:3.2.1.14/0.0002,EC:2.8.4.1/0.0001
"A1ZAI3_8587_17,",EC:3.6.4.10/0.0057
"A1ZAI3_8587_18,",EC:3.1.21.4/0.0010
"A1ZAI3_8587_19,",EC:2.1.1.86/0.0665
"A1ZAI3_8587_2,",EC:4.1.1.55/0.0000
"A1ZAI3_8587_20,",EC:2.1.1.86/0.0065
"A1ZAI3_8587_21,",EC:1.18.6.1/0.0000
"A1ZAI3_8587_22,",EC:4.2.3.38/0.0030,EC:4.2.3.59/0.0026
"A1ZAI3_8587_23,",EC:4.2.3.198/0.0000,EC:4.2.3.135/0.0000
"A1ZAI3_8587_24,",EC:4.1.1.55/0.0000
"A1ZAI3_8587_25,",EC:3.2.2.22/0.0365
"A1ZAI3_8587_26,",EC:4.2.3.125/0.0024
"A1ZAI3_8587_27,",EC:3.4.23.1/0.0000
"A1ZAI3_8587_28,",EC:3.2.2.22/0.0109
"A1ZAI3_8587_29,",EC:4.1.2.13/0.0051
"A1ZAI3_8587_3,",EC:4.2.3.59/0.0001
"A1ZAI3_8587_30,",EC:7.2.4.3/0.0022
"A1ZAI3_8587_31,",EC:1.12.1.2/0.0000,EC:4.2.3.19/0.0000,EC:4.2.3.47/0.0000,EC:3.4.23.1/0.0000,EC:5.1.3.8/0.0000
"A1ZAI3_8587_32,",EC:3.2.2.22/0.0002,EC:3.4.11.1/0.0001
"A1ZAI3_8587_33,",EC:1.14.11.31/0.0001,EC:3.6.1.54/0.0001
"A1ZAI3_8587_34,",EC:3.2.2.22/0.0048
"A1ZAI3_8587_35,",EC:1.4.3.2/0.0041
"A1ZAI3_8587_36,",EC:3.2.2.22/0.0229
"A1ZAI3_8587_37,",EC:1.12.1.2/0.0102
"A1ZAI3_8587_38,",EC:2.1.1.86/0.0001
"A1ZAI3_8587_39,",EC:3.4.23.1/0.0003
"A1ZAI3_8587_4,",EC:3.1.21.4/0.0071
"A1ZAI3_8587_40,",EC:1.4.3.2/0.0015
"A1ZAI3_8587_41,",EC:2.1.1.86/0.0820
"A1ZAI3_8587_42,",EC:2.1.1.86/0.0597
"A1ZAI3_8587_43,",EC:1.4.3.2/0.0015
"A1ZAI3_8587_44,",EC:2.7.7.7/0.0002
"A1ZAI3_8587_45,",EC:2.1.1.86/0.0003
"A1ZAI3_8587_46,",EC:1.12.1.2/0.0096
"A1ZAI3_8587_47,",EC:1.3.99.17/0.0216
"A1ZAI3_8587_48,",EC:3.1.21.4/0.0007
"A1ZAI3_8587_49,",EC:4.2.3.47/0.0021,EC:3.2.2.22/0.0014
"A1ZAI3_8587_5,",EC:4.2.3.47/0.0011
"A1ZAI3_8587_50,",EC:3.1.21.4/0.0286
"A1ZAI3_8587_51,",EC:4.2.3.38/0.0002,EC:4.2.3.59/0.0001,EC:1.4.3.2/0.0001
"A1ZAI3_8587_52,",EC:2.1.1.86/0.0233
"A1ZAI3_8587_53,",EC:1.3.7.8/0.0000,EC:1.3.99.n1/0.0000
"A1ZAI3_8587_54,",EC:2.1.1.86/0.0036
"A1ZAI3_8587_55,",EC:2.1.1.86/0.0000,EC:1.11.1.11/0.0000
"A1ZAI3_8587_56,",EC:1.3.99.17/0.0218
"A1ZAI3_8587_57,",EC:1.4.3.2/0.0636
"A1ZAI3_8587_58,",EC:4.2.3.47/0.1194
"A1ZAI3_8587_59,",EC:3.2.2.22/0.0085,EC:2.1.1.86/0.0047
"A1ZAI3_8587_6,",EC:3.1.21.4/0.0304
"A1ZAI3_8587_60,",EC:2.1.1.86/0.0019
"A1ZAI3_8587_61,",EC:3.2.2.22/0.0003
"A1ZAI3_8587_62,",EC:4.2.3.104/0.0010
"A1ZAI3_8587_63,",EC:3.2.2.22/0.1446
"A1ZAI3_8587_64,",EC:2.5.1.10/0.0003,EC:2.5.1.1/0.0003
"A1ZAI3_8587_65,",EC:1.8.1.9/0.0001,EC:3.4.21.55/0.0001
"A1ZAI3_8587_66,",EC:3.2.2.22/0.2124
"A1ZAI3_8587_67,",EC:1.4.3.2/0.0002
"A1ZAI3_8587_68,",EC:1.3.99.17/0.0000,EC:1.18.6.1/0.0000
"A1ZAI3_8587_69,",EC:4.2.3.59/0.0004
"A1ZAI3_8587_7,",EC:3.4.23.1/0.0001
"A1ZAI3_8587_70,",EC:1.1.1.149/0.0043
"A1ZAI3_8587_71,",EC:2.7.11.18/0.0000
"A1ZAI3_8587_72,",EC:1.11.1.11/0.0000,EC:6.1.1.16/0.0000
"A1ZAI3_8587_73,",EC:4.2.3.19/0.0299
"A1ZAI3_8587_74,",EC:1.4.3.2/0.0233
"A1ZAI3_8587_75,",EC:2.1.1.86/0.0077
"A1ZAI3_8587_76,",EC:3.2.2.22/0.0025,EC:1.4.3.2/0.0024
"A1ZAI3_8587_77,",EC:2.1.1.86/0.0000
